user id,number of times user adopted from,number of incoming adoption edges (lib-source pairs)
114722,847,572
114727,1084,406
114729,221,312
114731,106,15
114732,192,0
114734,103,56
114737,537,327
114739,425,400
114742,245,39
114743,55,634
114747,129,249
114748,107,82
114751,735,516
114752,218,595
114756,16,131
114757,22,160
114758,407,180
114759,195,225
114761,95,281
114762,25,286
114763,307,162
114764,45,117
114767,7,234
114769,290,285
114770,44,114
114773,347,265
114776,64,450
114783,97,351
114785,133,10
114786,350,402
114788,64,400
114789,1178,494
114793,192,95
114794,39,237
114796,606,201
114797,66,115
114799,41,129
114801,97,150
114811,85,254
114813,216,98
114814,104,612
114818,92,195
114821,79,758
114824,0,128
114833,100,0
114835,169,31
114836,111,236
114838,305,275
114843,125,179
114854,160,20
114858,2,168
114859,100,23
114860,35,168
114863,143,9
114868,21,178
114869,53,111
114884,261,368
114888,310,598
114895,100,0
114899,70,286
114909,104,166
114910,42,105
114911,100,10
114920,1,123
114932,300,219
114938,701,2680
114942,151,80
114960,268,160
114963,57,409
114967,32,227
114968,142,157
114975,630,373
114976,13,115
114978,316,198
114981,5,103
114990,148,49
114993,102,75
114999,1400,582
115000,38,481
115003,8,402
115006,150,180
115007,262,0
115024,30,1839
115031,67,184
115223,191,21
115325,92,267
115331,321,57
115344,3,168
115350,92,171
115356,174,54
115734,342,904
115809,4,837
115810,844,31
115851,347,33
116177,105,2
116201,114,0
116412,112,12
116420,136,16
116529,103,62
116691,24,293
116755,8,555
117037,296,36
117038,50,126
117040,83,137
117041,48,186
117098,145,26
117313,530,135
117498,213,578
117906,2,238
117908,135,2
118225,139,5
118579,0,136
118681,1698,39528
118848,115,82
118993,554,5985
119177,1315,177
119469,432,24
119509,93,135
119849,127,0
119955,203,39
119965,371,103
119967,158,92
119971,212,262
119973,335,275
119975,67,119
119976,243,0
119978,226,313
119980,8,204
119989,494,283
119994,207,64
119995,100,441
119996,32,332
119998,42,384
120003,38,414
120041,1,146
120052,287,25
120054,124,93
120055,185,162
120056,63,196
120062,152,116
120063,1068,565
120065,152,44
120092,36,132
120100,139,728
120101,44,913
120102,67,847
120119,310,409
120127,11,198
120131,61,328
120132,12,184
120167,127,58
120180,203,55
120257,119,130
120262,181,56
120304,31,106
120327,100,18
120335,296,365
120345,106,168
120349,0,103
120354,250,359
120357,25,127
120363,112,109
120368,569,118
120374,230,99
120379,26,148
120399,137,158
120408,119,148
120423,120,367
120499,106,47
120532,120,12
120554,143,75
120560,59,122
120586,112,98
120592,106,57
120613,408,202
120616,86,109
120628,265,89
120631,93,150
120650,82,169
120654,102,130
120656,103,82
120660,194,21
120664,186,273
120665,188,95
120677,151,22
120680,59,151
120695,108,195
120704,241,0
120717,122,0
120719,235,35
120729,434,160
120736,120,0
120737,106,50
120743,124,199
120754,123,0
120788,117,0
120856,101,67
120919,3,231
121026,311,282
121027,77,110
121029,245,127
121128,196,287
121149,96,142
121208,768,528
121219,68,134
121229,2,138
121233,180,228
121286,331,57
121358,159,128
121555,159,55
121824,226,0
121917,121,82
122104,32,106
122105,95,198
122106,344,147
122226,70,122
122277,0,460
122278,460,0
122289,219,2
122785,2,135
122819,8,104
122864,1,162
123014,9,183
123023,26,154
123201,9,118
123602,18,141
123617,121,59
124144,101,11
124231,44,154
124232,164,174
124233,318,62
124234,28,138
124267,406,0
124268,0,516
124552,17,113
124668,0,734
124983,30,124
125102,118,15
125590,255,3
125602,44,180
125660,566,228
125661,210,397
125798,159,92
125800,24,180
125801,31,105
125878,0,232
125879,232,0
126179,46,166
126345,225,123
126367,67,201
126374,486,199
126375,251,204
126377,110,106
126390,2352,285
126391,26,149
126393,14,153
126394,345,2312
126396,15,370
126400,1016,178
126405,164,693
126797,2,172
126802,211,4
126867,403,58
126881,14,127
126883,1,415
126884,85,261
126889,161,194
127065,103,26
127071,53,259
127262,255,135
127435,7,125
127438,157,68
127677,955,0
127679,10,1974
127680,320,0
128190,36,148
128191,148,156
128558,1,101
128562,29,223
128963,53,126
129059,1744,477
129067,140,210
129069,194,263
129072,226,656
129073,2711,556
129074,675,400
129075,368,509
129076,66,1424
129077,86,266
129078,88,430
129079,574,406
129080,19,230
129708,111,32
129755,560,475
129835,167,84
129862,144,139
129875,70,112
130724,236,60
131356,4,172
131711,784,1
131718,121,407
131719,73,103
131722,52,262
131723,96,289
131725,308,220
131726,189,175
131727,110,72
131728,168,308
131729,100,242
131730,124,28
131731,353,6
131732,131,89
131733,112,292
131734,69,223
131735,41,231
131736,164,34
131737,178,118
131738,56,237
131739,88,353
131740,185,59
131741,28,247
131742,129,81
131743,73,136
131744,61,119
131745,25,180
131746,44,131
131747,33,167
131748,107,213
131749,17,192
131750,484,185
131751,235,275
131752,189,160
131753,79,169
131754,326,8
131755,99,102
131756,326,23
131758,129,75
131759,157,43
131762,30,189
131763,12,205
131764,241,49
131766,158,65
131771,171,74
131772,18,367
131774,182,79
131779,377,26
131780,205,59
132045,0,458
132046,4426,4367
132047,139,58
132048,457,0
132049,7,1740
132050,1279,854
132052,465,1632
132053,1301,11815
132054,381,2817
132055,6686,1856
132056,11114,637
132112,174,37
132116,147,108
132120,28,116
132663,0,215
132816,135,113
132823,81,178
132827,0,190
133219,150,75
133231,23,161
133234,85,192
133240,515,199
133251,80,181
133267,23,109
133269,71,231
133287,63,261
133288,37,102
133289,100,376
133290,83,243
133292,61,113
133296,35,183
133298,54,109
133302,93,164
133307,120,123
133343,833,55
133344,52,1329
133347,163,318
133372,0,1100
133374,0,1211
133375,4,194
133389,142,594
133405,252,98
133425,900,828
133440,238,418
133459,1585,248
133461,52,331
133465,62,139
133476,82,302
133479,52,180
133482,37,685
133492,22,121
133524,198,49
133532,188,1142
133540,24,209
133556,108,6
133557,1052,687
133568,27,203
133577,668,612
133578,97,130
133580,0,127
133583,126,208
133584,148,0
133804,109,27
133860,151,82
133873,266,378
133877,48,178
133878,468,232
133879,228,111
133880,406,230
133881,168,295
133882,43,104
133886,123,246
133888,223,122
133889,69,336
133892,175,214
133895,125,8
133896,712,420
133901,68,118
133902,63,108
133903,47,121
133904,573,215
133905,258,238
133907,515,165
133908,233,190
133909,33,144
133910,33,129
133912,235,38
133921,27,357
133928,313,285
133929,69,235
133932,78,125
133936,223,138
133938,455,1034
133940,65,288
133941,165,157
133946,163,212
133947,1521,566
133948,40,122
133955,357,65
133958,252,167
133959,207,201
133961,156,198
133962,274,91
133966,1,142
133974,76,176
133982,80,147
133985,16,121
133988,243,65
133989,107,0
133990,121,29
133991,156,127
133992,100,22
133994,41,102
133999,243,117
134002,158,73
134006,60,256
134008,34,117
134010,54,117
134015,66,119
134027,103,158
134034,308,329
134035,102,6
134037,478,227
134044,5,327
134046,21,635
134047,6,320
134048,48,122
134050,115,14
134072,109,69
134073,209,179
134087,48,202
134088,323,148
134090,124,35
134091,967,275
134107,18,313
134128,128,201
134136,56,108
134150,42,103
134151,108,70
134160,105,91
134165,75,109
134167,122,6
134168,231,180
134169,52,139
134172,106,89
134176,117,73
134184,541,93
134187,17,137
134188,40,192
134304,57,114
134312,203,12
134316,2357,2358
134323,598,0
134467,41,123
134480,254,89
134481,925,335
134484,115,102
134487,331,246
134489,1804,796
134493,375,384
134508,31,169
134529,1411,394
134532,26,153
134535,165,220
134537,191,63
134551,15,110
134555,175,172
134564,136,102
134567,421,304
134568,267,212
134579,93,323
134582,45,141
134623,61,150
134626,0,110
134670,117,74
134680,487,214
134687,6,119
134692,16,132
134703,32,172
134731,64,125
134736,59,107
134762,0,138
134764,548,1209
134769,29,236
134771,165,379
134777,40,122
134796,131,161
134804,762,193
134809,0,102
134854,1,140
134891,915,300
134929,21,182
134930,56,143
134931,167,269
134944,22,110
134960,48,120
134977,215,138
135004,144,248
135005,129,26
135009,84,548
135026,129,467
135070,0,144
135087,66,142
135113,30,126
135196,6809,378
135225,1872,486
135236,246,302
135237,119,258
135241,0,141
135249,46,222
135267,127,480
135275,40,324
135297,614,299
135335,7,101
135343,20,139
135416,308,212
135418,25,272
135419,49,334
135420,2,160
135422,38,138
135424,4,137
135446,24,110
135456,47,117
135488,0,146
135492,4,107
135514,26,127
135568,64,123
135944,262,97
135952,108,78
135959,35,110
135975,311,14
136145,39,126
136157,20,112
136609,46,145
136610,22,247
136613,22,313
136614,97,151
136616,96,191
136617,48,274
136618,72,205
136619,22,290
136620,160,143
136621,49,214
136622,63,196
136623,143,64
136624,234,129
136625,162,153
136626,87,196
136627,54,205
136629,66,194
136630,328,24
136631,163,34
136632,83,172
136633,102,154
136634,128,112
136635,93,244
136636,119,126
136637,120,137
136638,188,94
136639,191,85
136640,112,86
136641,208,65
136642,120,150
136644,125,121
136645,179,90
136646,81,173
136648,207,102
136649,157,92
136650,148,86
136651,181,73
136652,185,35
136654,117,139
136655,165,77
136656,122,139
136657,122,80
136658,203,26
136659,272,42
136660,292,47
136661,194,37
136662,152,24
136664,156,20
136666,80,156
136667,141,61
136674,0,139
136675,3,158
136860,976,0
136987,161,4
137525,8,144
137711,111,16
137799,239,4
137867,6838,7892
137868,1464,11543
137869,25,1939
137870,36,283
137871,2238,1347
137872,15,2270
138032,15,105
138282,0,161
138335,478,91
138462,104,4
138908,5,3999
139056,182,85
139064,20,107
139072,200,114
139075,129,68
139093,21,114
139102,414,208
139106,58,195
139128,21,105
139146,62,113
139152,119,80
139154,499,145
139159,61,165
139170,155,98
139185,12,110
139188,21,146
139189,18,126
139192,103,107
139210,112,64
139216,184,79
139243,86,130
139267,77,140
139289,27,171
139292,20,111
139298,459,9
139310,24,169
139329,57,100
139334,367,86
139338,240,47
139341,96,101
139344,24,137
139348,166,106
139359,58,546
139368,283,112
139376,168,36
139384,168,403
139385,37,150
139397,100,2
139406,7,102
139424,36,101
139659,127,49
139663,114,78
139830,94,129
139831,74,191
139833,6,123
139834,327,90
140497,353,368
140954,139,8
141437,102,183
141464,2,124
141629,25,145
141632,42,147
141636,213,18
141650,22,110
142031,26,123
142035,267,83
142039,113,80
142073,9,132
142512,130,10
142820,610,204
142835,40,129
142959,24,114
143360,0,127
143388,8,111
143945,178,75
143948,322,295
143952,94,226
143953,92,120
143954,112,92
145337,117,137
145340,227,201
145366,132,81
145400,148,106
145920,12,258
145921,71,267
146191,24,485
146194,1344,794
146197,303,25
146198,1343,883
146202,248,0
146203,4,3517
146208,161,310
146489,9,242
147031,54,119
147270,2,2324
147373,1,161
147376,21,202
147502,106,11
147571,785,1
147575,912,3
148395,467,138
148462,112,116
148530,159,52
148532,56,215
148571,216,40
148916,2,102
148917,98,115
149492,349,840
149520,158,3594
149666,728,3
149968,1216,676
150014,0,187
150613,257,192
150614,113,139
150618,75,121
150620,89,120
150645,117,61
150822,4,174
150878,106,66
150938,0,116
151097,8,132
151453,16,268
151781,370,113
151792,108,94
152102,103,143
152134,262,44
152474,73,102
153025,182,26
153550,251,99
153731,7,132
154087,12,117
154091,166,206
154097,173,90
154147,200,93
154154,152,89
154157,425,433
154175,152,321
154176,8,216
154194,6,101
154200,235,175
154202,94,381
154204,157,108
154205,116,11
154207,176,216
154208,0,163
154209,234,40
154599,2,241
154663,925,561
154665,601,303
154781,6,134
154870,891,1
155176,238,3
155852,2327,40
155853,133,229
155854,403,715
155856,369,724
155860,21,347
155861,190,205
155862,172,0
155866,0,842
155870,0,491
156029,0,282
156120,5,1415
156121,346,0
156378,192,4
156826,24,124
157222,272,118
157224,303,69
157225,35,195
157226,49,109
157720,11,101
157801,150,12
157809,102,68
158486,2472,0
158581,15,152
158844,5,139
159123,4,103
159124,103,4
159295,2724,59
159298,0,2295
159352,97,1031
159353,6386,2056
159354,112,37
159355,32,6538
159356,136,3976
159358,413,1063
159359,449,1034
159369,47,113
159661,82,144
159664,174,0
160140,734,0
160354,113,22
160370,184,142
160395,70,17541
160396,10,110
160423,176,51
160461,124,267
160647,48,192
160649,55,121
160679,108,43
160811,10,166
160813,93,124
160820,10,122
161741,244,2
162965,2,219
163186,34,105
169580,105,92
169584,56,217
169587,77,108
169599,158,103
169605,236,177
169606,67,129
169688,53,365
169737,3,166
